date,name,name_is,name_en,type,parent,parent_is,parent_en,hierarchy_level,value
2017-03-31,Verðbréfaútgáfa innlánsstofnana / Deposit taking corporations bond issues,Verðbréfaútgáfa innlánsstofnana,Deposit taking corporations bond issues,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,330270.249
2017-04-30,Aðrar erlendar eignir  / Other foreign assets,Aðrar erlendar eignir ,Other foreign assets,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,166914.39
2017-04-30,Aðrar innlendar eignir / Other domestic assets,Aðrar innlendar eignir,Other domestic assets,asset,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",3,174187.639
2017-04-30,EIGNIR / ASSETS:,EIGNIR,ASSETS:,asset,,,,1,3732411.769
2017-04-30,Erlend verðbréf Seðlabanka / Central Bank's foreign securities,Erlend verðbréf Seðlabanka,Central Bank's foreign securities,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,585804.985
2017-04-30,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,188704.668
2017-04-30,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",asset,EIGNIR / ASSETS:,EIGNIR,ASSETS:,2,941424.042
2017-04-30,"Fjármálafyrirtæki, önnur en bankar / Non-bank financial institutions","Fjármálafyrirtæki, önnur en bankar",Non-bank financial institutions,asset,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,5202.204
2017-04-30,Hlutabréf / Equities,Hlutabréf,Equities,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,69574.794
2017-04-30,Hlutabréf / Equities,Hlutabréf,Equities,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,2114.201
2017-04-30,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,asset,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",3,2616800.088
2017-04-30,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",asset,EIGNIR / ASSETS:,EIGNIR,ASSETS:,2,2790987.727
2017-04-30,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,asset,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,4,2528320.953
2017-04-30,Markaðsskuldabréf / Marketable bonds,Markaðsskuldabréf,Marketable bonds,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,203549.851
2017-04-30,Markaðsskuldabréf / Marketable bonds,Markaðsskuldabréf,Marketable bonds,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,57008.963
2017-04-30,Ríkissjóður og ríkisstofnanir / Treasury and Government institutions,Ríkissjóður og ríkisstofnanir,Treasury and Government institutions,asset,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,83276.931
2017-04-30,Seðlabanki / Central Bank,Seðlabanki,Central Bank,asset,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,4,88479.135
2017-04-30,Útlán / Lending 3,Útlán,Lending 3,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,2255196.308
2017-04-30,Útlán / Lending 3,Útlán,Lending 3,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,129581.504
2017-04-30,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,1057419.747
2017-04-30,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,liability,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",3,45213.773
2017-04-30,Aðrar skuldir ót.a.st. / Other liabilities,Aðrar skuldir ót.a.st.,Other liabilities,liability,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,136725.967
2017-04-30,Aðrar skuldir ót.a.st. / Other liabilities,Aðrar skuldir ót.a.st.,Other liabilities,liability,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,117334.312
2017-04-30,Eigið fé  / Total equity and minority interest,Eigið fé ,Total equity and minority interest,liability,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,624699.455
2017-04-30,Eigið fé / Capital and reserves,Eigið fé,Capital and reserves,liability,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,25528.855
2017-04-30,Erlend verðbréfaútgáfa innlánsstofnana / Deposit taking corporations foreign bond issues,Erlend verðbréfaútgáfa innlánsstofnana,Deposit taking corporations foreign bond issues,liability,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",3,446530.503
2017-04-30,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",liability,SKULDIR / LIABILITIES:,SKULDIR,LIABILITIES:,2,563111.985
2017-04-30,Innlendar beinar lántökur / Domestic direct borrowing,Innlendar beinar lántökur,Domestic direct borrowing,liability,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,40913.309
2017-04-30,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",liability,SKULDIR / LIABILITIES:,SKULDIR,LIABILITIES:,2,3169299.783
2017-04-30,Innlán erlendra aðila í innlánsstofnunum / Non-residents' deposits in deposit taking corporations,Innlán erlendra aðila í innlánsstofnunum,Non-residents' deposits in deposit taking corporations,liability,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",3,71367.709
2017-04-30,Innlán innlendra aðila í innlánsstofnunum / Residents' deposits in deposit taking corporations,Innlán innlendra aðila í innlánsstofnunum,Residents' deposits in deposit taking corporations,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,1724619.38
2017-04-30,Innlánsstofnanir / DMBs,Innlánsstofnanir,DMBs,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,2086.175
2017-04-30,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,782947.076
2017-04-30,Ríkissjóður og ríkisstofnanir / Treasury and government institutions,Ríkissjóður og ríkisstofnanir,Treasury and government institutions,liability,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,112217.849
2017-04-30,SKULDIR / LIABILITIES:,SKULDIR,LIABILITIES:,liability,,,,1,3732411.768
2017-04-30,Seðlabanki / Central Bank,Seðlabanki,Central Bank,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,274472.671
2017-04-30,Seðlabanki / Central Bank,Seðlabanki,Central Bank,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,43127.598
2017-04-30,Seðlar og mynt í umferð / Notes and coin in circulation,Seðlar og mynt í umferð,Notes and coin in circulation,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,52319.037
2017-04-30,Verðbréfaútgáfa innlánsstofnana / Deposit taking corporations bond issues,Verðbréfaútgáfa innlánsstofnana,Deposit taking corporations bond issues,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,334941.619
2017-05-31,Aðrar erlendar eignir  / Other foreign assets,Aðrar erlendar eignir ,Other foreign assets,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,182288.639
2017-05-31,Aðrar innlendar eignir / Other domestic assets,Aðrar innlendar eignir,Other domestic assets,asset,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",3,168606.974
2017-05-31,EIGNIR / ASSETS:,EIGNIR,ASSETS:,asset,,,,1,3683074.693
2017-05-31,Erlend verðbréf Seðlabanka / Central Bank's foreign securities,Erlend verðbréf Seðlabanka,Central Bank's foreign securities,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,525013.574
2017-05-31,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,196563.587
2017-05-31,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",asset,EIGNIR / ASSETS:,EIGNIR,ASSETS:,2,903865.8
2017-05-31,"Fjármálafyrirtæki, önnur en bankar / Non-bank financial institutions","Fjármálafyrirtæki, önnur en bankar",Non-bank financial institutions,asset,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,5439.948
2017-05-31,Hlutabréf / Equities,Hlutabréf,Equities,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,70522.198
2017-05-31,Hlutabréf / Equities,Hlutabréf,Equities,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,2054.867
2017-05-31,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,asset,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",3,2610601.918
2017-05-31,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",asset,EIGNIR / ASSETS:,EIGNIR,ASSETS:,2,2779208.893
2017-05-31,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,asset,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,4,2543494.883
2017-05-31,Markaðsskuldabréf / Marketable bonds,Markaðsskuldabréf,Marketable bonds,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,208307.698
2017-05-31,Markaðsskuldabréf / Marketable bonds,Markaðsskuldabréf,Marketable bonds,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,57721.477
2017-05-31,Ríkissjóður og ríkisstofnanir / Treasury and Government institutions,Ríkissjóður og ríkisstofnanir,Treasury and Government institutions,asset,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,61667.088
2017-05-31,Seðlabanki / Central Bank,Seðlabanki,Central Bank,asset,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,4,67107.036
2017-05-31,Útlán / Lending 3,Útlán,Lending 3,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,2264664.987
2017-05-31,Útlán / Lending 3,Útlán,Lending 3,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,136787.243
2017-05-31,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,1045563.617
2017-05-31,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,liability,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",3,51098.148
2017-05-31,Aðrar skuldir ót.a.st. / Other liabilities,Aðrar skuldir ót.a.st.,Other liabilities,liability,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,167133.876
2017-05-31,Aðrar skuldir ót.a.st. / Other liabilities,Aðrar skuldir ót.a.st.,Other liabilities,liability,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,110314.742
2017-05-31,Eigið fé  / Total equity and minority interest,Eigið fé ,Total equity and minority interest,liability,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,628392.899
2017-05-31,Eigið fé / Capital and reserves,Eigið fé,Capital and reserves,liability,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,-8244.981
2017-05-31,Erlend verðbréfaútgáfa innlánsstofnana / Deposit taking corporations foreign bond issues,Erlend verðbréfaútgáfa innlánsstofnana,Deposit taking corporations foreign bond issues,liability,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",3,428499.874
2017-05-31,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",liability,SKULDIR / LIABILITIES:,SKULDIR,LIABILITIES:,2,549219.868
2017-05-31,Innlendar beinar lántökur / Domestic direct borrowing,Innlendar beinar lántökur,Domestic direct borrowing,liability,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,37124.863
2017-05-31,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",liability,SKULDIR / LIABILITIES:,SKULDIR,LIABILITIES:,2,3133854.825
2017-05-31,Innlán erlendra aðila í innlánsstofnunum / Non-residents' deposits in deposit taking corporations,Innlán erlendra aðila í innlánsstofnunum,Non-residents' deposits in deposit taking corporations,liability,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",3,69621.846
2017-05-31,Innlán innlendra aðila í innlánsstofnunum / Residents' deposits in deposit taking corporations,Innlán innlendra aðila í innlánsstofnunum,Residents' deposits in deposit taking corporations,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,1676149.284
2017-05-31,Innlánsstofnanir / DMBs,Innlánsstofnanir,DMBs,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,2877.681
2017-05-31,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,775832.504
2017-05-31,Ríkissjóður og ríkisstofnanir / Treasury and government institutions,Ríkissjóður og ríkisstofnanir,Treasury and government institutions,liability,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,110842.218
2017-05-31,SKULDIR / LIABILITIES:,SKULDIR,LIABILITIES:,liability,,,,1,3683074.693
2017-05-31,Seðlabanki / Central Bank,Seðlabanki,Central Bank,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,269731.113
2017-05-31,Seðlabanki / Central Bank,Seðlabanki,Central Bank,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,48220.467
2017-05-31,Seðlar og mynt í umferð / Notes and coin in circulation,Seðlar og mynt í umferð,Notes and coin in circulation,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,53075.793
2017-05-31,Verðbréfaútgáfa innlánsstofnana / Deposit taking corporations bond issues,Verðbréfaútgáfa innlánsstofnana,Deposit taking corporations bond issues,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,359066.131
2017-06-30,Aðrar erlendar eignir  / Other foreign assets,Aðrar erlendar eignir ,Other foreign assets,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,182412.459
2017-06-30,Aðrar innlendar eignir / Other domestic assets,Aðrar innlendar eignir,Other domestic assets,asset,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",3,173508.235
2017-06-30,EIGNIR / ASSETS:,EIGNIR,ASSETS:,asset,,,,1,3751680.972
2017-06-30,Erlend verðbréf Seðlabanka / Central Bank's foreign securities,Erlend verðbréf Seðlabanka,Central Bank's foreign securities,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,569359.135
2017-06-30,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,205196.105
2017-06-30,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",asset,EIGNIR / ASSETS:,EIGNIR,ASSETS:,2,956967.699
2017-06-30,"Fjármálafyrirtæki, önnur en bankar / Non-bank financial institutions","Fjármálafyrirtæki, önnur en bankar",Non-bank financial institutions,asset,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,6310.805
2017-06-30,Hlutabréf / Equities,Hlutabréf,Equities,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,70841.096
2017-06-30,Hlutabréf / Equities,Hlutabréf,Equities,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,3339.849
2017-06-30,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,asset,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",3,2621205.038
2017-06-30,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",asset,EIGNIR / ASSETS:,EIGNIR,ASSETS:,2,2794713.273
2017-06-30,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,asset,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,4,2552484.769
2017-06-30,Markaðsskuldabréf / Marketable bonds,Markaðsskuldabréf,Marketable bonds,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,199023.064
2017-06-30,Markaðsskuldabréf / Marketable bonds,Markaðsskuldabréf,Marketable bonds,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,70038.644
2017-06-30,Ríkissjóður og ríkisstofnanir / Treasury and Government institutions,Ríkissjóður og ríkisstofnanir,Treasury and Government institutions,asset,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,62409.465
2017-06-30,Seðlabanki / Central Bank,Seðlabanki,Central Bank,asset,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,4,68720.269
2017-06-30,Útlán / Lending 3,Útlán,Lending 3,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,2282620.608
2017-06-30,Útlán / Lending 3,Útlán,Lending 3,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,131817.613
2017-06-30,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,1039760.497
2017-06-30,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,liability,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",3,43332.399
2017-06-30,Aðrar skuldir ót.a.st. / Other liabilities,Aðrar skuldir ót.a.st.,Other liabilities,liability,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,154500.499
2017-06-30,Aðrar skuldir ót.a.st. / Other liabilities,Aðrar skuldir ót.a.st.,Other liabilities,liability,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,117468.961
2017-06-30,Eigið fé  / Total equity and minority interest,Eigið fé ,Total equity and minority interest,liability,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,632563.046
2017-06-30,Eigið fé / Capital and reserves,Eigið fé,Capital and reserves,liability,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,13383.313
2017-06-30,Erlend verðbréfaútgáfa innlánsstofnana / Deposit taking corporations foreign bond issues,Erlend verðbréfaútgáfa innlánsstofnana,Deposit taking corporations foreign bond issues,liability,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",3,474544.628
2017-06-30,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",liability,SKULDIR / LIABILITIES:,SKULDIR,LIABILITIES:,2,588081.94
2017-06-30,Innlendar beinar lántökur / Domestic direct borrowing,Innlendar beinar lántökur,Domestic direct borrowing,liability,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,20028.771
2017-06-30,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",liability,SKULDIR / LIABILITIES:,SKULDIR,LIABILITIES:,2,3163599.032
2017-06-30,Innlán erlendra aðila í innlánsstofnunum / Non-residents' deposits in deposit taking corporations,Innlán erlendra aðila í innlánsstofnunum,Non-residents' deposits in deposit taking corporations,liability,"Erlendar skuldir, alls / Foreign liabilities, total 2","Erlendar skuldir, alls","Foreign liabilities, total 2",3,70204.913
2017-06-30,Innlán innlendra aðila í innlánsstofnunum / Residents' deposits in deposit taking corporations,Innlán innlendra aðila í innlánsstofnunum,Residents' deposits in deposit taking corporations,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,1705047.411
2017-06-30,Innlánsstofnanir / DMBs,Innlánsstofnanir,DMBs,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,2119.088
2017-06-30,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,770060.778
2017-06-30,Ríkissjóður og ríkisstofnanir / Treasury and government institutions,Ríkissjóður og ríkisstofnanir,Treasury and government institutions,liability,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,101815.906
2017-06-30,SKULDIR / LIABILITIES:,SKULDIR,LIABILITIES:,liability,,,,1,3751680.973
2017-06-30,Seðlabanki / Central Bank,Seðlabanki,Central Bank,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,269699.718
2017-06-30,Seðlabanki / Central Bank,Seðlabanki,Central Bank,liability,Aðrar skuldir / Other liabilities,Aðrar skuldir,Other liabilities,4,41213.31
2017-06-30,Seðlar og mynt í umferð / Notes and coin in circulation,Seðlar og mynt í umferð,Notes and coin in circulation,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,53994.167
2017-06-30,Verðbréfaútgáfa innlánsstofnana / Deposit taking corporations bond issues,Verðbréfaútgáfa innlánsstofnana,Deposit taking corporations bond issues,liability,"Innlendar skuldir, alls / Domestic liabilities, total","Innlendar skuldir, alls","Domestic liabilities, total",3,364796.959
2017-07-31,Aðrar erlendar eignir  / Other foreign assets,Aðrar erlendar eignir ,Other foreign assets,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,188335.621
2017-07-31,Aðrar innlendar eignir / Other domestic assets,Aðrar innlendar eignir,Other domestic assets,asset,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",3,161241.387
2017-07-31,EIGNIR / ASSETS:,EIGNIR,ASSETS:,asset,,,,1,3785236.867
2017-07-31,Erlend verðbréf Seðlabanka / Central Bank's foreign securities,Erlend verðbréf Seðlabanka,Central Bank's foreign securities,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,565533.346
2017-07-31,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,asset,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",3,219062.053
2017-07-31,"Erlendar eignir, alls / Foreign assets, total 2","Erlendar eignir, alls","Foreign assets, total 2",asset,EIGNIR / ASSETS:,EIGNIR,ASSETS:,2,972931.02
2017-07-31,"Fjármálafyrirtæki, önnur en bankar / Non-bank financial institutions","Fjármálafyrirtæki, önnur en bankar",Non-bank financial institutions,asset,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,6364.535
2017-07-31,Hlutabréf / Equities,Hlutabréf,Equities,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,69805.49
2017-07-31,Hlutabréf / Equities,Hlutabréf,Equities,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,12758.927
2017-07-31,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,asset,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",3,2651064.46
2017-07-31,"Innlendar eignir, alls / Domestic assets, total","Innlendar eignir, alls","Domestic assets, total",asset,EIGNIR / ASSETS:,EIGNIR,ASSETS:,2,2812305.847
2017-07-31,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,asset,Innlend útlán og markaðsverðbréf / Domestic lending and marketable securities,Innlend útlán og markaðsverðbréf,Domestic lending and marketable securities,4,2583882.421
2017-07-31,Markaðsskuldabréf / Marketable bonds,Markaðsskuldabréf,Marketable bonds,asset,Innlánsstofnanir / Deposit taking corporations,Innlánsstofnanir,Deposit taking corporations,5,194923.51
2017-07-31,Markaðsskuldabréf / Marketable bonds,Markaðsskuldabréf,Marketable bonds,asset,Erlend útlán og markaðsverðbréf innlánsstofnana / Deposit taking corporations foreign lending and marketable securities,Erlend útlán og markaðsverðbréf innlánsstofnana,Deposit taking corporations foreign lending and marketable securities,4,71238.618
2017-07-31,Ríkissjóður og ríkisstofnanir / Treasury and Government institutions,Ríkissjóður og ríkisstofnanir,Treasury and Government institutions,asset,Seðlabanki / Central Bank,Seðlabanki,Central Bank,5,60817.504
